# EFIGI_SDSS.txt version 1.6.2 :
#
#        This file contains the PGC name, 
#        the unique SDSS photometric identifier and SDSS spectroscopic identifier,
#        the SDSS redshift, uncertainty and confidence level,
#	 for the 4458 galaxies of the EFIGI catalogue
#
# Table provided from http://efigi.org 
#
# Any use of these data must reference :
#  Baillard, B., Bertin, E., de Lapparent, V., et al. 2011, A&A, 532, A74
#
# Comments on table content should be sent to the EFIGI user forum: http://efigi.org/forum
# or to Valerie de Lapparent (lapparen at iap.fr) and Emmanuel Bertin (bertin at iap.fr)
#
###########################################################################################################################
#
# Description  
#--------------
#
#      PGC_name	     PGC name		
#      objID	     Unique SDSS photometric identifier composed from skyVersion, rerun, run, camcol, field, obj
#      specObjID     Unique SDSS spectroscopic identifier
#      z  	     Redshift 
#      zErr  	     Uncertainty in redshift 
#      zConf         Confidence level in redshift 
#
# Notes  
#-------
#
#    Objects are ordered with increasing PGC number
#    Undefined values of SDSS photometric and spectroscopic identifiers are listed as "none"
#    Undefined values of z, zErr and zConf are listed as -99.99
#    
###########################################################################################################################
#
# PGC_name       objId            SpecObjId             z         zErr         zConf
PGC0046372 588017116122710098 411462842705772544     0.02805    0.000185      0.9853
PGC0046386 588017948819980315 411181694553423872    0.004206   0.0001127      0.7016
PGC0046413 588017979434860680 556705704010842112     0.02378   8.916e-05      0.9967
PGC0046427 587739719755890739 563742560489570304      0.0221   0.0001614      0.9995
PGC0046472 588017719576232009 411744531285803008     0.02381   0.0001821      0.9989
PGC0046507 587739506086117482        none             -99.99      -99.99      -99.99
PGC0046530 588017711509274736 469448266837131264     0.00844   0.0001874       0.993
PGC0046534 588017728158105664 506044638985977856     0.03987   0.0001787      0.9989
PGC0046548 587736808835252230        none             -99.99      -99.99      -99.99
PGC0046556 588010879841599648        none             -99.99      -99.99      -99.99
PGC0046560 587739407324479582        none             -99.99      -99.99      -99.99
PGC0046561 587725040637575289        none             -99.99      -99.99      -99.99
PGC0046601 587738950955892916        none             -99.99      -99.99      -99.99
PGC0046617 587739608633180190 592454645905883136      0.0171    0.000206      0.9877
PGC0046633 588848900458479633 83821231727443968     0.01856   0.0001094      0.9973
PGC0046636 587738572996935711        none             -99.99      -99.99      -99.99
PGC0046644 588017570852307051 478172772581769216     0.03815   0.0001671      0.9996
PGC0046647 587739505549443091 592454646031712256     0.01622   0.0001668      0.9994
PGC0046657 587739608633245764 592454646056878080     0.02417   0.0001135      0.9992
PGC0046666 587739706867056688 563742560179191808  -1.444e-05   3.861e-05      0.9999
PGC0046671 588017978361446420 556705703104872448    0.003309     8.2e-05           1
PGC0046717 587724649266020472 96204974551203840     0.02319   9.846e-05      0.9986
PGC0046739 587739305296396304        none             -99.99      -99.99      -99.99
PGC0046746 587739719756284001 563742559759761408    0.007986    0.000108      0.8871
PGC0046754 587738568710225955 499567502972420096     0.02432    9.19e-05      0.9984
PGC0046767 588017625623560200 387537583879487488      0.0277   0.0001557      0.9996
PGC0046782 588017724407414908 506603505423745024     0.02317   0.0001594      0.9994
PGC0046804 587739504475898036 592454643653541888     0.02346   0.0002017      0.9927
PGC0046809 587739609170247749 594141841318739968     0.01621   0.0001942      0.9989
PGC0046816 587736807761903760 499567502771093504     0.02152   9.693e-05       0.999
PGC0046819 587739505012768932 594141841197105152     0.02287   0.0001924       0.999
PGC0046836 587738568710357008 499567502645264384     0.02299   0.0002096      0.9987
PGC0046844 588017721723977832 411744532430848000     0.02413   8.841e-05       0.984
PGC0046851 587739505549639805 592454646241427456     0.01668   9.739e-05      0.9024
PGC0046855 587739405714325521 594705078321938432      0.0389   0.0001834      0.9993
PGC0046868 587736808298774638        none             -99.99      -99.99      -99.99
PGC0046882 588007003643314263        none             -99.99      -99.99      -99.99
PGC0046906 587739097532071951 591892824459313152     0.01755   0.0002157       0.997
PGC0046919 587738952029896855 591892824455118848     0.01792   0.0002134      0.9967
PGC0046952 587729385546252472        none             -99.99      -99.99      -99.99
PGC0047011 587738951493156928 591892824241209344     0.01878   0.0001107      0.9966
PGC0047020 587738572460523724        none             -99.99      -99.99      -99.99
PGC0047027 587726032258007054        none             -99.99      -99.99      -99.99
PGC0047041 587738951493222479 591892824228626432     0.01852   9.302e-05      0.9994
PGC0047053 588017603615916091 387537583502000128    0.004051   1.632e-05      0.7344
PGC0047058 587729776364945504 256367187378307072     0.01562   0.0001093      0.9385
PGC0047060 587726015078400075 148562121683107840     0.02242   0.0001481      0.9997
PGC0047093 587739506623578267        none             -99.99      -99.99      -99.99
PGC0047096 587733409905901573 293241899165155328     0.02987    0.000229      0.9967
PGC0047122 587738570321231954        none             -99.99      -99.99      -99.99
PGC0047124 587735664766353506 371773567810928640     0.02409   0.0001633      0.9994
PGC0047131 587739506623643665 594705077776678912     0.02443    0.000187      0.9985
PGC0047162 587738570321297529 499567504041967616     0.02362   0.0001103      0.9657
PGC0047178 587733081891078204 293241900469583872     0.03307   0.0001988      0.9978
PGC0047189 587728676860854290 169952990315151360     0.02198   0.0001844      0.9952
PGC0047231 588017116123431006 412025796744445952    0.008135   0.0001017      0.9853
PGC0047234 587739506623709318        none             -99.99      -99.99      -99.99
PGC0047235 587726033331945615 148562122144481280     0.02113   0.0001012      0.9976
PGC0047238 587739709014999186        none             -99.99      -99.99      -99.99
PGC0047254 587739505013227601 594141840702177280      0.0244   9.521e-05      0.9992
PGC0047257 588298663578828884 412025796723474432    0.008162    0.000181      0.9984
PGC0047270 588298664115699796 412025796761223168    0.009068   0.0001981      0.9862
PGC0047318 588017569779417177 478454255078866944      0.0221   8.845e-05      0.9996
PGC0047339 588017570316288037        none             -99.99      -99.99      -99.99
PGC0047346 588017702403244046 478454255255027712     0.02277   0.0001852      0.9983
PGC0047349 587722984434237473 84102689478148096      0.0109    0.003016         0.9
PGC0047354 587722982823624834 83821230582398976     0.01077   1.303e-05      0.9449
PGC0047358 588017570316288081 478454255099838464     0.02083   0.0001053      0.9918
PGC0047368 587729386620125221        none             -99.99      -99.99      -99.99
PGC0047369 587739507160711195 594705077734735872     0.02463   0.0001925      0.9991
PGC0047371 588017114513014876 412025795364519936    0.004291   7.875e-06      0.8408
PGC0047404        none               none             -99.99      -99.99      -99.99
PGC0047415 588017702403244170 478454254940454912     0.02253   0.0001082      0.9899
PGC0047422 587738568174076059 499567501886095360     0.02471   0.0001773      0.9992
PGC0047432 587729778512756836 256367188359774208      0.0144   0.0001593      0.9997
PGC0047438 587729778512822322 256367188573683712      0.0133   0.0001741      0.9987
PGC0047441 588017116123562033        none             -99.99      -99.99      -99.99
PGC0047455 587725552825925871 139834877590634496    0.003814    0.000267      0.6005
PGC0047462 587739506087100435 594141841931108352     0.02432   0.0001837       0.999
PGC0047469 587735430692405446 361077520981819392     0.01635   9.521e-06      0.8405
PGC0047490 587739302612893790        none             -99.99      -99.99      -99.99
PGC0047495 587733412590256240        none             -99.99      -99.99      -99.99
PGC0047503 587729774217461829 256367188414300160     0.03606   8.497e-05      0.9994
PGC0047512 588011124654080064 221182652764389376    0.006551   0.0001034      0.9525
PGC0047537 587739721367617650 556987170515058688     0.04792   0.0001629      0.9993
PGC0047540 587729778512953464 256367188854702080     0.02159   0.0001785      0.9995
PGC0047564 587729773143851011 256367186736578560     0.02099   0.0002063       0.999
PGC0047566 587729773143851046 256367186770132992     0.02027   0.0001778      0.9993
PGC0047579 588017569779679291 478454254600716288     0.02302   0.0001631      0.9992
PGC0047589 587729778513018959 256367188867284992     0.02149    0.000144      0.9999
PGC0047598 587728676861050946 169952989975412736    0.009803   0.0001813      0.9988
PGC0047603 587728676861051075 169952990004772864    0.009662   0.0001169      0.9831
PGC0047612 587736808299626562        none             -99.99      -99.99      -99.99
PGC0047634 587739132951527568 591892823293296640     0.02258   0.0001081      0.9762
PGC0047637 588017725482074171 507169033091547136     0.02271   0.0002043       0.999
PGC0047641 587726014542184502 148562120005386240      0.0109   9.768e-05      0.9986
PGC0047654 588017725482139681 507169033129295872      0.0234   0.0002012      0.9974
PGC0047658 588017710973321358        none             -99.99      -99.99      -99.99
PGC0047675 588017949357965355 412307391762137088     0.02707    0.001001      0.9962
PGC0047678 588017725482139720 507169033125101568     0.02286   0.0001848      0.9992
PGC0047680 587729772607045903 256367186338119680     0.01434   0.0001589       0.999
PGC0047709 588848898849112176 84102688941277184     0.01239   0.0001701      0.9992
PGC0047718 588298663042416790 412025795054141440    0.004295   0.0002105      0.9913
PGC0047794 588010879306235980 240323101756227584     0.02198   0.0001702      0.9996
PGC0047809 587739133488529487        none             -99.99      -99.99      -99.99
PGC0047812 587739507161104571 593860369940742144     0.03436   0.0001703      0.9988
PGC0047822 587739305297444880        none             -99.99      -99.99      -99.99
PGC0047837 587739305297444932 561210536792948736      0.0258   0.0002006      0.9987
PGC0047842 587729158433472535 240323100523102208     0.02295   9.988e-05      0.9932
PGC0047853 588017713120739430        none             -99.99      -99.99      -99.99
PGC0047855 588017991226294329        none             -99.99      -99.99      -99.99
PGC0047867 587739506087493770 594141842501533696     0.01666   0.0001793      0.9979
PGC0047869 587736808299954184        none             -99.99      -99.99      -99.99
PGC0047872 587739407862661170 561210534804848640     0.02372   9.568e-05      0.9998
PGC0047873 587738573534986255 564586989769195520     0.02058   0.0001897      0.9978
PGC0047895 587739305297510430 561210535119421440     0.02641   0.0002006      0.9988
PGC0047896 587739706331496519 556987168904445952     0.02544    0.000107      0.9119
PGC0047904 588017113976668254 378529110495854592    0.009172   0.0002209      0.9432
PGC0047915 587726014005641268 148842221066518528     0.01748    9.68e-05      0.9991
PGC0047929 587736523757846697 507169031673872384     0.02305   0.0001589      0.9994
PGC0047932 587738568711536689        none             -99.99      -99.99      -99.99
PGC0047935 587739303687028893 561210534838403072     0.02503   0.0001839      0.9953
PGC0047939 588017726019338256 507169033477423104     0.02269   0.0001645      0.9989
PGC0047947 588017990689554532 507449342898995200    0.004177   0.0002225      0.6495
PGC0047951 588017115587149982 412025794915729408    0.004814   0.0001136      0.9989
PGC0047953 587726016153124929 148842222287060992     0.02176    0.000102      0.9974
PGC0047961 587739130804437069        none             -99.99      -99.99      -99.99
PGC0047971 587738951494074510 561210537162047488    0.007532   0.0001797      0.9957
PGC0047980 587739303687094311 593860370943180800     0.02503   0.0001893       0.999
PGC0047985 588018054572998665 469729754157678592    0.005428   0.0001282      0.9109
PGC0047988 587725817490636969 140116356086366208     0.01025   0.0001639      0.9993
PGC0047996 587739133488660640 591610246204489728     0.02535   0.0001884      0.9882
PGC0048012 588298663579484187        none             -99.99      -99.99      -99.99
PGC0048047 587738950420463675 561210536931360768     0.02434   0.0001957      0.9932
PGC0048053 587739610245169349        none             -99.99      -99.99      -99.99
PGC0048064 588298661969068037 378529110999171072    0.008974   0.0002598      0.8927
PGC0048072 587739507161366743        none             -99.99      -99.99      -99.99
PGC0048080 587739407326052358 593860371115147264     0.02583   7.883e-05      0.9875
PGC0048084 587739506624561273 593860369424842752     0.01028    0.000229      0.9217
PGC0048101 587729773681311758 256648874238672896      0.0217   0.0001448      0.9999
PGC0048105 587736524294914095 507169031694843904     0.03806     0.00019       0.999
PGC0048122 588017726019469444        none             -99.99      -99.99      -99.99
