PGC_name         T_PGC  T_PGC_err     type           D25         R25          PA     B_T_mag   e_B_T_mag       B_V_T     e_B_V_T          cz           z
PGC0053557           9         1.2     .S..9*.        1.15        0.12          95      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053561           6         1.9     .SB.6?.           1        0.55         118      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053563           6         1.5     .S..6*.           1        1.02         165      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053578           3         0.3     .SXS3..        1.49        0.29         170        12.4         0.2         0.7        0.08        1351    0.004506
PGC0053597           9         0.7     .SBS9*.        0.97        0.08          80      -99.99      -99.99      -99.99      -99.99        1513    0.005047
PGC0053616          10         1.3     .I..9*.           1        0.23       -9999      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053622           8         1.4     .SB.8?.        1.07        0.64          43      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053631           2         0.9     .S..2..           1        0.14          75      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053643          -5         0.3     .E.1+..        1.62        0.14         145       11.45        0.13        0.99        0.01        1924    0.006418
PGC0053644          10         0.7     .I..9*.        1.24        0.12       -9999        14.9         0.2        0.57        0.12       -9999      -99.99
PGC0053653           2         0.9     PS..2..        0.94        0.22         125      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053657           4         0.9     .S..4..        1.23        0.72         142      -99.99      -99.99      -99.99      -99.99        2558    0.008533
PGC0053674           3         0.9     .S..3..        0.99        0.15         170      -99.99      -99.99      -99.99      -99.99        8557     0.02854
PGC0053675           6         1.3     .S..6*.        0.96        0.45          84      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053676           2         1.2     .S..2P*        1.06        0.13         135      -99.99      -99.99      -99.99      -99.99        6588     0.02198
PGC0053681           6         0.8     .SA.6..        1.07        0.06         160      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053683           8         0.6     .SBT8..        1.14        0.43         115      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053696           0         0.8     .S..0..        1.18        0.29          87      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053699           1         0.9     .S..1..        1.06        0.11         160      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053709           5         0.4     .SAS5..        1.25        0.06       -9999        13.9         0.1         0.5        0.02        5715     0.01906
PGC0053737           6         1.2     .SB.6*.           1        0.14          17      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053744           6         1.4     .S..6*.        1.12        1.08         177      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053749           3           1     .S..3..        1.11        0.83           5      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053758           2         0.8     .SB.2..        1.21        0.33         102      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053763           0         0.9     .S..0..        1.15        0.45           8      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053770          -5         0.4     .E.3...        1.31        0.04          55       12.45        0.13        0.97        0.01        1667    0.005561
PGC0053802         8.5         0.6     .SBS9..        1.26         0.5         165      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053803           1         0.9     .S..1..           1        0.14         160      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053812           4           1     .S..4..           1        0.73           0      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053838           4         0.9     .S..4..        0.96         0.1       -9999      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053844           4           1     .S..4..        1.14        0.82         163      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053857           3           1     .S..3..           1        0.84          45      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053862          -3         0.3     .LA.-..        1.62        0.45          43       11.92        0.13        0.98        0.02        1363    0.004546
PGC0053865          -2         0.5     .LXT0*.         1.1        0.03          35        13.7         0.4      -99.99      -99.99        1230    0.004103
PGC0053869           1         0.9     .S..1..         0.9        0.06       -9999      -99.99      -99.99      -99.99      -99.99        8305      0.0277
PGC0053876           6         1.3     .S..6*.        0.97        0.27          70      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053888           8         1.3     .S..8*.           1        0.43         107      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053896           9         1.2     .S..9*.           1        0.05         135      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053901        -4.6         0.6     .E...*.        0.91        0.19         150        13.5        0.13        1.02        0.01        1450    0.004837
PGC0053908           0         0.9     .S..0..        0.89        0.25          70      -99.99      -99.99      -99.99      -99.99        6690     0.02232
PGC0053930          -6         0.6     CE.2+..        0.64        0.15         120      -99.99      -99.99      -99.99      -99.99        2243    0.007482
PGC0053932          -5         0.3     .E.0+..        1.61        0.03       -9999       11.05        0.13        1.01        0.01        1710    0.005704
PGC0053933          -1         0.3     .LA.+./        1.67        0.38         128       10.74        0.07        0.85        0.01         769    0.002565
PGC0053936           7         0.9     .S..7..        1.02        0.06       -9999      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053941          -1         1.1     .L..+P/        1.01        0.39          40      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053943          -2         0.8     .LB....        1.17        0.19         160      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053949          -2         1.7     .L...?.        1.08        0.12          25      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053951           3           1     .S..3..        1.04        0.71          95      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053959           6         1.3     .S..6*.        1.14        0.69          82      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053967         4.7         0.7     .SXR5*.        1.08        0.08       -9999      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053976           3         0.9     .S..3..         1.1        0.43          96      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0053979           3         0.3     .SBR3..        1.63        0.06         140       11.54        0.13        0.79        0.03        2483    0.008282
