PGC_name         cz      redshift   nedname 
PGC024532        7673     0.02559   UGC_04558
PGC024545        1289      0.0043   UGC_04549
PGC024548        4065     0.01356   UGC_04565
PGC024572       12227     0.04079   UGC_04560
PGC024573        4007     0.01337   UGC_04571
PGC024575        8683     0.02896   UGC_04562
PGC024594        6445      0.0215   UGC_04570
PGC024595        4141     0.01381    NGC_2657
PGC024621       12913     0.04307   UGC_04575
PGC024640        4047      0.0135   UGC_04579
PGC024641        9103     0.03036   UGC_04578
PGC024654        7012     0.02339   UGC_04580
PGC024665        8735     0.02914   UGC_04594
PGC024669        6316     0.02107     IC_2393
PGC024674        6437     0.02147   UGC_04591
PGC024678        6361     0.02122     IC_2394
PGC024688        3033     0.01012   UGC_04587
PGC024707       13557     0.04522      VV_703
PGC024710        5653     0.01886   UGC_04602
PGC024728       12182     0.04064     IC_2401
PGC024743        8507     0.02838   UGC_04610
PGC024762        8643     0.02883   UGC_04613
PGC024771        5964     0.01989   UGC_04611
PGC024784        1347    0.004493    NGC_2654
PGC024791        7529     0.02511    NGC_2668
PGC024796        8176     0.02727   UGC_04617
PGC024830        8471     0.02826   UGC_04625
PGC024833       12840     0.04283   UGC_04622
PGC024839        8297     0.02768   UGC_04624
PGC024865        2731     0.00911   UGC_04626
PGC024881        8731     0.02913    NGC_2676
PGC024884        2050    0.006838    NGC_2679
PGC024887         790    0.002635   UGC_04628
PGC024908        5777     0.01927   UGC_04633
PGC024909        9231     0.03079    NGC_2675
PGC024930         411    0.001371    NGC_2683
PGC024944        4511     0.01505   UGC_04651
PGC024948        8774     0.02927     IC_0523
PGC024960        6190     0.02065   UGC_04655
PGC024961         692    0.002308    NGC_2681
PGC024963        1881    0.006274   UGC_04648
PGC024964        8890     0.02965   UGC_04650
PGC024981       16748     0.05586   UGC_04653
PGC024996        4382     0.01462     IC_2421
PGC025001        2202    0.007345   UGC_04660
PGC025009        5079     0.01694     IC_0522
PGC025012        1756    0.005857   UGC_04659
PGC025020        3981     0.01328    NGC_2691
PGC025065         883    0.002945    NGC_2685
PGC025081        3818     0.01273   UGC_04673
PGC025086        4254     0.01419   UGC_04668
PGC025128        2522    0.008412   UGC_04684
PGC025134        7116     0.02374    NGC_2704
PGC025142        4032     0.01345    NGC_2692
PGC025143        5090     0.01698    NGC_2694
PGC025144        4942     0.01649    NGC_2693
PGC025147        5179     0.01727   UGC_04676
PGC025154        4706      0.0157   UGC_04679
PGC025161        3922     0.01308    NGC_2713
PGC025172        3687      0.0123    NGC_2716
PGC025185         928    0.003095   UGC_04683
PGC025194        9419     0.03142   UGC_04690
PGC025210        8001     0.02669   UGC_04698
PGC025224        8481     0.02829   UGC_04700
PGC025225        3843     0.01282    NGC_2718
PGC025226        8443     0.02816   UGC_04702
PGC025232         596    0.001988   UGC_04704
PGC025235        2238    0.007465   UGC_04696
PGC025237        2326    0.007759    NGC_2701
PGC025248        1815    0.006054    NGC_2712
PGC025258        2526    0.008426    NGC_2710
PGC025280        3868      0.0129    NGC_2723
PGC025281        3077     0.01026    NGC_2719
PGC025282        8674     0.02893   UGC_04716
PGC025283       10802     0.03603   UGC_04706
PGC025284        3117      0.0104   NGC_2719A
PGC025290        9040     0.03015   UGC_04713
PGC025292        1794    0.005984   UGC_04722
PGC025305        4880     0.01628   UGC_04717
PGC025308        5116     0.01707   UGC_04719
PGC025318        1997    0.006661   UGC_04725
PGC025328        8891     0.02966   UGC_04731
PGC025331        3220     0.01074    NGC_2724
PGC025341        8430     0.02812   UGC_04733
PGC025352        3881     0.01295    NGC_2729
PGC025360        5748     0.01917    NGC_2728
PGC025369        3235     0.01079   UGC_04727
PGC025399        2450    0.008172    NGC_2735
PGC025402        2560    0.008539   NGC_2735A
PGC025405        6006     0.02003   UGC_04745
PGC025406        6036     0.02013   UGC_04746
PGC025423        4310     0.01438     IC_2428
PGC025426       -9999      -99.99   UGC_04748
PGC025467        3000     0.01001     IC_2430
PGC025472        1828    0.006098   UGC_04753
PGC025496        2993    0.009984    NGC_2743
PGC025498        1518    0.005064    NGC_2726
PGC025521        2026    0.006758   UGC_04762
PGC025524        7233     0.02413   UGC_04767
PGC025525        2674     0.00892    NGC_2750
PGC025533        7065     0.02357    NGC_2746
PGC025545        2981    0.009944   UGC_04774
PGC025547       10929     0.03646   UGC_04771
PGC025556        1443    0.004813   UGC_04781
PGC025562        2027     0.00676   UGC_04777
PGC025571        6241     0.02082     IC_2435
PGC025596        6546     0.02184   UGC_04786
PGC025600       11261     0.03756   UGC_04778
PGC025640        1289      0.0043    NGC_2742
PGC025644         538    0.001796   UGC_04787
PGC025646        3762     0.01255    NGC_2765
PGC025679        1308    0.004363   UGC_04797
PGC025683        8871     0.02959   UGC_04790
PGC025718        6944     0.02316    NGC_2759
PGC025726        8023     0.02676   UGC_04798
PGC025735        4187     0.01397    NGC_2766
PGC025757        3979     0.01327    NGC_2756
PGC025781        2438    0.008132   UGC_04800
PGC025806        1947    0.006494    NGC_2770
PGC025836        7602     0.02536   NGC_2742A
PGC025845        3960     0.01321   UGC_04807
PGC025847       10281     0.03429   UGC_04814
PGC025858       -9999      -99.99   UGC_04808
PGC025861        1350    0.004503    NGC_2775
PGC025870        4820     0.01608    NGC_2769
PGC025875        5053     0.01686    NGC_2771
PGC025876        1488    0.004963    NGC_2777
PGC025910        2184    0.007285   UGC_04824
PGC025911        4311     0.01438   UGC_04831
PGC025915        1373     0.00458    NGC_2768
PGC025919        2064    0.006884   UGC_04834
PGC025940        1879    0.006268   UGC_04837
PGC025946        2626    0.008759    NGC_2776
PGC025955        2049    0.006835    NGC_2778
PGC025956        2115    0.007056   UGC_04845
PGC025972        3389      0.0113   UGC_04850
PGC025976        3996     0.01333   UGC_04844
PGC025977        4228      0.0141   UGC_04849
PGC025986        3777      0.0126   UGC_04857
PGC026000        7618     0.02541   UGC_04851
PGC026002        7934     0.02647     IC_2446
PGC026012        6758     0.02254   NGC_2783B
PGC026013        6745      0.0225    NGC_2783
PGC026015        7669     0.02558   UGC_04846
PGC026034        2543    0.008483    NGC_2782
PGC026048        8392     0.02799   UGC_04863
PGC026055        6889     0.02298   UGC_04869
PGC026058        7371     0.02459   UGC_04866
PGC026068        2494    0.008319   UGC_04867
PGC026083        2507    0.008362   UGC_04871
PGC026086        8209     0.02738   UGC_04872
PGC026089        6337     0.02114    NGC_2789
PGC026100        2622    0.008746    NGC_2785
PGC026104        2786    0.009293   UGC_04874
PGC026108        1881    0.006276   UGC_04878
PGC026127        9368     0.03125   UGC_04884
PGC026142         -70   -0.000233   UGC_04879
PGC026150        3690     0.01231   UGC_04890
PGC026173        5608     0.01871   UGC_04900
PGC026178        6951     0.02319 CGCG_151-042
PGC026189        1687    0.005627    NGC_2793
PGC026197        7073     0.02359   UGC_04895
PGC026218        1644    0.005484     IC_2450
PGC026224        4098     0.01367   UGC_04903
PGC026225       14807     0.04939   UGC_04908
PGC026232        1726    0.005757    NGC_2798
PGC026234        4942     0.01649   UGC_04915
PGC026238        1673    0.005581    NGC_2799
PGC026246        2304    0.007684   UGC_04906
PGC026258        5233     0.01746     IC_0531
PGC026282        8074     0.02693   UGC_04919
PGC026283        8274      0.0276   UGC_04917
PGC026294        4817     0.01607   UGC_04921
PGC026302        7622     0.02542    NGC_2800
PGC026304        1991    0.006641   UGC_04922
PGC026323       10214     0.03407   UGC_04927
PGC026329        4122     0.01375   UGC_04928
PGC026330        2760    0.009206    NGC_2824
PGC026338        8750     0.02919   UGC_04930
PGC026340        7122     0.02376    NGC_2823
PGC026345        7970     0.02659    NGC_2825
PGC026346        6379     0.02128    NGC_2826
PGC026351         546    0.001821   UGC_04932
PGC026357       10144     0.03384   UGC_04946
PGC026363        8065      0.0269   UGC_04934
PGC026368        7767     0.02591   UGC_04940
PGC026371        6106     0.02037    NGC_2830
PGC026376        5180     0.01728    NGC_2831
PGC026377        6948     0.02318    NGC_2832
PGC026381       -9999      -99.99   UGC_04929
PGC026390        2260    0.007539     IC_2461
PGC026398        5151     0.01718   UGC_04956
PGC026403        8470     0.02825   UGC_04950
PGC026407        8472     0.02826   UGC_04957
PGC026409        6463     0.02156   UGC_04955
PGC026410        1725    0.005754    NGC_2805
PGC026412        2184    0.007285   UGC_04953
PGC026418        5539     0.01848   UGC_04959
PGC026443        6619     0.02208   UGC_04964
PGC026445        7500     0.02502    NGC_2840
PGC026469        1592     0.00531    NGC_2814
PGC026471        3515     0.01173     IC_0534
PGC026485        1534    0.005117   NGC_2820A
PGC026495        2408    0.008032   UGC_04970
PGC026498        1574     0.00525    NGC_2820
PGC026501        1486    0.004957    NGC_2844
PGC026504        7075      0.0236   UGC_04972
PGC026512         638    0.002128    NGC_2841
PGC026517        4135     0.01379   UGC_04978
PGC026528        8321     0.02776   UGC_04980
PGC026538        4315     0.01439   UGC_04976
PGC026540        7961     0.02655   UGC_04979
PGC026541        5086     0.01697   UGC_04975
PGC026543        7775     0.02594   UGC_04973
PGC026553        6728     0.02244   UGC_04983
PGC026556        3646     0.01216    NGC_2858
PGC026563        2658    0.008866   UGC_04982
PGC026571        1773    0.005914    NGC_2852
PGC026575        1575    0.005254   UGC_04988
PGC026576        3499     0.01167   UGC_04996
PGC026580        1765    0.005887    NGC_2853
PGC026599        3386     0.01129   UGC_04984
PGC026607        5086     0.01697    NGC_2861
PGC026625        4146     0.01383   UGC_04992
PGC026631        2771    0.009243    NGC_2854
PGC026642        1476    0.004923   UGC_04990
PGC026643        3440     0.01147   UGC_05003
PGC026649        1687    0.005627    NGC_2859
PGC026663        1837    0.006128   UGC_05004
PGC026666        4887      0.0163    NGC_2857
PGC026685        4231     0.01411    NGC_2860
PGC026721        3225     0.01076   UGC_05017
PGC026727        4872     0.01625   UGC_05014
PGC026733        3196     0.01066    NGC_2872
PGC026739        7300     0.02435    NGC_2878
PGC026740        3783     0.01262    NGC_2874
PGC026752        1625     0.00542   UGC_05020
PGC026759        8069     0.02692   UGC_05016
PGC026762        4156     0.01386   UGC_05027
PGC026766       11238     0.03749   UGC_05013
PGC026785        4316      0.0144   UGC_05026
PGC026787        5095       0.017   UGC_05032
PGC026817        8070     0.02692     IC_2473
PGC026822        4341     0.01448   UGC_05036
PGC026854        8007     0.02671     IC_2476
PGC026856        3214     0.01072    NGC_2870
PGC026871        5207     0.01737   UGC_05033
PGC026873        7667     0.02557   UGC_05045
PGC026895        3641     0.01214   UGC_05048
PGC026899         507    0.001691   UGC_05047
PGC026903        2723    0.009083   UGC_05049
PGC026904        3435     0.01146   UGC_05042
PGC026932        2146    0.007158    NGC_2894
PGC026939        1608    0.005364    NGC_2880
PGC026950        3547     0.01183    NGC_2898
PGC026959        3211     0.01071   UGC_05053
PGC026970        7541     0.02515   UGC_05055
PGC026974        5338     0.01781    NGC_2900
PGC026979        1699    0.005667    NGC_2893
PGC026982       13739     0.04583     IC_2486
PGC026998       -9999      -99.99   UGC_05069
PGC027016        5063     0.01689   UGC_05066
PGC027029        6372     0.02126   UGC_05058
PGC027041        6595       0.022   UGC_05061
PGC027047       10549     0.03519   UGC_05072
PGC027049        5435     0.01813   UGC_05075
PGC027059        3219     0.01074   UGC_05078
PGC027064       12722     0.04244   UGC_05074
PGC027074        2140    0.007138    NGC_2906
PGC027079        3894     0.01299   UGC_05067
PGC027091         571    0.001905   UGC_05076
PGC027108       11986     0.03998   UGC_05077
PGC027111        6842     0.02282    NGC_2892
PGC027121        7348     0.02451     IC_2490
PGC027154        4339     0.01447   UGC_05089
PGC027166        3363     0.01122   UGC_05091
PGC027169        8054     0.02687   UGC_05090
PGC027219        5514     0.01839   UGC_05100
PGC027248        1998    0.006665   UGC_05107
PGC027261        1588    0.005297   UGC_05105
PGC027266        8091     0.02699   UGC_05108
PGC027282        6839     0.02281    NGC_2918
PGC027331        3878     0.01294 CGCG_007-007
PGC027358        6778     0.02261   UGC_05111
PGC027361        4369     0.01457    NGC_2922
PGC027362        6819     0.02275   UGC_05113
PGC027416       -9999      -99.99   UGC_05127
PGC027423        6806      0.0227    NGC_2937
PGC027472        4429     0.01477   UGC_05133
PGC027477        7017     0.02341   UGC_05138
PGC027504        6767     0.02257   UGC_05142
PGC027518        4983     0.01662    NGC_2948
PGC027527        4423     0.01475    NGC_2942
PGC027533        6798     0.02268    NGC_2944
PGC027546        6862     0.02289 UGC_05146/NED02
PGC027547        6583     0.02196 UGC_05146/NED01
PGC027549        5874     0.01959   UGC_05147
PGC027558        5900     0.01968   UGC_05148
PGC027619        4932     0.01645    NGC_2960
PGC027620        6663     0.02222    NGC_2958
PGC027630        6711     0.02239   UGC_05164
PGC027635        1966    0.006558    NGC_2962
PGC027662        7942     0.02649   UGC_05153
PGC027665        5851     0.01952     IC_0552
PGC027681        6238     0.02081   UGC_05173
PGC027709        2594    0.008653   UGC_05172
PGC027716        6833     0.02279     IC_0554
PGC027723        1894    0.006318    NGC_2967
PGC027753        8692     0.02899   UGC_05182
PGC027765        1337     0.00446    NGC_2950
PGC027777        1328     0.00443    NGC_2964
PGC027780        8540     0.02849   UGC_05185
PGC027784        3214     0.01072   UGC_05189
PGC027785         551    0.001839   UGC_05186
PGC027789        6581     0.02195   UGC_05184
PGC027800        1566    0.005224    NGC_2968
PGC027803        7577     0.02528   UGC_05195
PGC027813        6733     0.02246    NGC_2965
PGC027826        8505     0.02837   UGC_05194
PGC027827        1618    0.005397    NGC_2970
